,Price,Content Rating,Genres,pri_genres,sec_genres
70,0.0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
71,0.0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
72,0.0,Teen,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
73,0.0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
74,0.0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
75,0.0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
76,0.0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
77,0.0,Everyone 10+,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
78,0.0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
79,0.0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
80,0.0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
81,0.0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
82,0.0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
83,0.0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
84,0.0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
85,0.0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
86,0.0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
87,0.0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
88,0.0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
89,0.0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
90,0.0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
91,0.0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
92,0.0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
93,0.0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
94,0.0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
95,0.0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
96,0.0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
97,0.0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
98,0.0,Everyone,Beauty,Beauty,Beauty
99,0.0,Everyone,Beauty,Beauty,Beauty
100,0.0,Everyone,Beauty,Beauty,Beauty
101,0.0,Everyone,Beauty,Beauty,Beauty
102,0.0,Everyone,Beauty,Beauty,Beauty
103,0.0,Everyone,Beauty,Beauty,Beauty
104,0.0,Everyone,Beauty,Beauty,Beauty
105,0.0,Everyone,Beauty,Beauty,Beauty
106,0.0,Everyone,Beauty,Beauty,Beauty
107,0.0,Everyone,Beauty,Beauty,Beauty
108,0.0,Everyone,Beauty,Beauty,Beauty
109,0.0,Everyone,Beauty,Beauty,Beauty
110,0.0,Everyone,Beauty,Beauty,Beauty
111,0.0,Everyone,Beauty,Beauty,Beauty
112,0.0,Teen,Beauty,Beauty,Beauty
113,0.0,Everyone 10+,Beauty,Beauty,Beauty
114,0.0,Everyone,Beauty,Beauty,Beauty
115,0.0,Everyone,Beauty,Beauty,Beauty
116,0.0,Everyone,Beauty,Beauty,Beauty
117,0.0,Everyone,Beauty,Beauty,Beauty
118,0.0,Everyone,Beauty,Beauty,Beauty
119,0.0,Everyone,Beauty,Beauty,Beauty
120,0.0,Everyone,Beauty,Beauty,Beauty
121,0.0,Everyone,Beauty,Beauty,Beauty
122,0.0,Everyone,Beauty,Beauty,Beauty
123,0.0,Everyone,Beauty,Beauty,Beauty
124,0.0,Everyone,Beauty,Beauty,Beauty
125,0.0,Everyone,Beauty,Beauty,Beauty
126,0.0,Teen,Beauty,Beauty,Beauty
127,0.0,Everyone,Beauty,Beauty,Beauty
128,0.0,Everyone,Beauty,Beauty,Beauty
129,0.0,Mature 17+,Beauty,Beauty,Beauty
130,0.0,Everyone 10+,Beauty,Beauty,Beauty
131,0.0,Everyone,Beauty,Beauty,Beauty
132,0.0,Everyone,Beauty,Beauty,Beauty
133,0.0,Mature 17+,Beauty,Beauty,Beauty
134,0.0,Mature 17+,Beauty,Beauty,Beauty
135,0.0,Everyone,Beauty,Beauty,Beauty
136,0.0,Everyone,Beauty,Beauty,Beauty
137,0.0,Everyone,Beauty,Beauty,Beauty
138,0.0,Everyone,Beauty,Beauty,Beauty
139,0.0,Teen,Books & Reference,Books & Reference,Books & Reference
140,0.0,Everyone,Books & Reference,Books & Reference,Books & Reference
141,0.0,Everyone 10+,Books & Reference,Books & Reference,Books & Reference
142,0.0,Everyone,Books & Reference,Books & Reference,Books & Reference
143,0.0,Teen,Books & Reference,Books & Reference,Books & Reference
144,0.0,Everyone,Books & Reference,Books & Reference,Books & Reference
145,0.0,Everyone,Books & Reference,Books & Reference,Books & Reference
146,0.0,Teen,Books & Reference,Books & Reference,Books & Reference
147,0.0,Everyone,Books & Reference,Books & Reference,Books & Reference
148,0.0,Teen,Books & Reference,Books & Reference,Books & Reference
149,0.0,Everyone,Books & Reference,Books & Reference,Books & Reference
150,0.0,Everyone,Books & Reference,Books & Reference,Books & Reference
151,0.0,Teen,Books & Reference,Books & Reference,Books & Reference
152,0.0,Teen,Books & Reference,Books & Reference,Books & Reference
153,0.0,Everyone,Books & Reference,Books & Reference,Books & Reference
154,0.0,Everyone,Books & Reference,Books & Reference,Books & Reference
155,0.0,Everyone,Books & Reference,Books & Reference,Books & Reference
156,0.0,Everyone,Books & Reference,Books & Reference,Books & Reference
157,0.0,Teen,Books & Reference,Books & Reference,Books & Reference
158,0.0,Everyone,Books & Reference,Books & Reference,Books & Reference
159,0.0,Everyone,Books & Reference,Books & Reference,Books & Reference
160,0.0,Everyone,Books & Reference,Books & Reference,Books & Reference
161,0.0,Everyone,Books & Reference,Books & Reference,Books & Reference
162,0.0,Everyone,Books & Reference,Books & Reference,Books & Reference
163,0.0,Everyone,Books & Reference,Books & Reference,Books & Reference
164,0.0,Everyone,Books & Reference,Books & Reference,Books & Reference
165,0.0,Teen,Books & Reference,Books & Reference,Books & Reference
166,0.0,Mature 17+,Books & Reference,Books & Reference,Books & Reference
167,0.0,Everyone,Books & Reference,Books & Reference,Books & Reference
168,0.0,Everyone,Books & Reference,Books & Reference,Books & Reference
169,0.0,Everyone,Books & Reference,Books & Reference,Books & Reference
170,0.0,Mature 17+,Books & Reference,Books & Reference,Books & Reference
171,0.0,Everyone,Books & Reference,Books & Reference,Books & Reference
172,0.0,Everyone,Books & Reference,Books & Reference,Books & Reference
173,0.0,Everyone,Books & Reference,Books & Reference,Books & Reference
174,0.0,Everyone,Books & Reference,Books & Reference,Books & Reference
175,0.0,Everyone,Books & Reference,Books & Reference,Books & Reference
176,0.0,Everyone,Books & Reference,Books & Reference,Books & Reference
177,0.0,Everyone,Books & Reference,Books & Reference,Books & Reference
178,0.0,Everyone,Books & Reference,Books & Reference,Books & Reference
179,0.0,Everyone,Books & Reference,Books & Reference,Books & Reference
180,0.0,Everyone,Books & Reference,Books & Reference,Books & Reference
181,0.0,Everyone,Books & Reference,Books & Reference,Books & Reference
182,0.0,Everyone,Books & Reference,Books & Reference,Books & Reference
183,0.0,Everyone,Books & Reference,Books & Reference,Books & Reference
184,0.0,Everyone,Books & Reference,Books & Reference,Books & Reference
185,0.0,Everyone,Books & Reference,Books & Reference,Books & Reference
186,0.0,Everyone 10+,Books & Reference,Books & Reference,Books & Reference
187,0.0,Everyone,Business,Business,Business
188,0.0,Everyone,Business,Business,Business
189,0.0,Everyone,Business,Business,Business
190,0.0,Everyone,Business,Business,Business
191,0.0,Everyone,Business,Business,Business
192,0.0,Everyone,Business,Business,Business
193,0.0,Everyone,Business,Business,Business
194,0.0,Everyone,Business,Business,Business
195,0.0,Everyone,Business,Business,Business
196,0.0,Everyone,Business,Business,Business
197,0.0,Everyone,Business,Business,Business
198,0.0,Everyone,Business,Business,Business
199,0.0,Everyone,Business,Business,Business
200,0.0,Everyone,Business,Business,Business
201,0.0,Everyone,Business,Business,Business
202,0.0,Everyone,Business,Business,Business
203,0.0,Everyone,Business,Business,Business
204,0.0,Everyone,Business,Business,Business
205,0.0,Everyone,Business,Business,Business
206,0.0,Everyone,Business,Business,Business
207,0.0,Everyone,Business,Business,Business
208,0.0,Everyone,Business,Business,Business
209,0.0,Everyone,Business,Business,Business
210,0.0,Everyone,Business,Business,Business
211,0.0,Everyone,Business,Business,Business
212,0.0,Everyone,Business,Business,Business
213,0.0,Everyone,Business,Business,Business
214,0.0,Everyone,Business,Business,Business
215,0.0,Everyone,Business,Business,Business
216,0.0,Everyone,Business,Business,Business
217,0.0,Everyone,Business,Business,Business
218,0.0,Everyone,Business,Business,Business
219,0.0,Everyone,Business,Business,Business
220,0.0,Everyone,Business,Business,Business
221,0.0,Everyone,Business,Business,Business
222,0.0,Everyone,Business,Business,Business
223,0.0,Everyone,Business,Business,Business
224,0.0,Everyone,Business,Business,Business
225,0.0,Everyone,Business,Business,Business
226,0.0,Everyone,Business,Business,Business
227,0.0,Everyone,Business,Business,Business
228,0.0,Everyone,Business,Business,Business
229,0.0,Everyone,Business,Business,Business
230,0.0,Everyone,Business,Business,Business
231,0.0,Everyone,Business,Business,Business
232,0.0,Everyone,Business,Business,Business
233,0.0,Everyone,Business,Business,Business
234,4.99,Everyone,Business,Business,Business
235,4.99,Everyone,Business,Business,Business
236,0.0,Everyone,Business,Business,Business
237,0.0,Everyone,Business,Business,Business
238,0.0,Everyone,Business,Business,Business
239,0.0,Everyone,Business,Business,Business
240,0.0,Everyone,Business,Business,Business
241,0.0,Everyone,Business,Business,Business
242,0.0,Everyone,Business,Business,Business
243,0.0,Everyone,Business,Business,Business
244,0.0,Everyone,Business,Business,Business
245,0.0,Everyone,Business,Business,Business
246,0.0,Everyone,Business,Business,Business
247,0.0,Everyone,Business,Business,Business
248,0.0,Everyone,Business,Business,Business
249,0.0,Everyone,Business,Business,Business
250,0.0,Everyone,Business,Business,Business
251,0.0,Everyone,Business,Business,Business
252,0.0,Everyone,Business,Business,Business
253,0.0,Everyone,Business,Business,Business
254,0.0,Everyone,Business,Business,Business
255,0.0,Everyone,Business,Business,Business
256,0.0,Everyone,Business,Business,Business
257,0.0,Everyone,Business,Business,Business
258,0.0,Everyone,Business,Business,Business
259,0.0,Everyone,Business,Business,Business
260,0.0,Everyone,Business,Business,Business
261,0.0,Everyone,Business,Business,Business
262,0.0,Everyone,Business,Business,Business
263,0.0,Everyone,Business,Business,Business
264,0.0,Everyone,Business,Business,Business
265,0.0,Everyone,Business,Business,Business
266,0.0,Everyone,Business,Business,Business
267,0.0,Everyone,Business,Business,Business
268,0.0,Everyone,Business,Business,Business
269,0.0,Everyone,Business,Business,Business
270,0.0,Everyone,Business,Business,Business
271,0.0,Everyone,Business,Business,Business
272,0.0,Everyone,Business,Business,Business
273,0.0,Everyone,Business,Business,Business
274,0.0,Everyone,Business,Business,Business
275,0.0,Everyone,Business,Business,Business
276,0.0,Everyone,Business,Business,Business
277,0.0,Everyone,Business,Business,Business
278,0.0,Everyone,Business,Business,Business
279,0.0,Everyone,Business,Business,Business
280,0.0,Everyone,Business,Business,Business
281,0.0,Everyone,Business,Business,Business
282,0.0,Everyone,Business,Business,Business
283,0.0,Everyone,Business,Business,Business
284,0.0,Everyone,Business,Business,Business
285,0.0,Everyone,Business,Business,Business
286,0.0,Everyone,Business,Business,Business
287,0.0,Everyone,Business,Business,Business
288,0.0,Everyone,Business,Business,Business
289,0.0,Everyone,Business,Business,Business
290,4.99,Everyone,Business,Business,Business
291,4.99,Everyone,Business,Business,Business
292,0.0,Everyone,Business,Business,Business
293,0.0,Everyone,Business,Business,Business
294,0.0,Everyone,Business,Business,Business
295,0.0,Everyone,Business,Business,Business
296,0.0,Everyone,Business,Business,Business
297,0.0,Teen,Comics,Comics,Comics
298,0.0,Adults only 18+,Comics,Comics,Comics
299,0.0,Teen,Comics,Comics,Comics
300,0.0,Everyone,Comics,Comics,Comics
301,0.0,Everyone,Comics;Creativity,Comics,Creativity
302,0.0,Mature 17+,Comics,Comics,Comics
303,0.0,Mature 17+,Comics,Comics,Comics
304,0.0,Teen,Comics,Comics,Comics
305,0.0,Teen,Comics,Comics,Comics
306,0.0,Everyone,Comics,Comics,Comics
307,0.0,Everyone,Comics,Comics,Comics
308,0.0,Everyone 10+,Comics,Comics,Comics
309,0.0,Everyone,Comics,Comics,Comics
310,0.0,Teen,Comics,Comics,Comics
311,0.0,Teen,Comics,Comics,Comics
312,0.0,Mature 17+,Comics,Comics,Comics
313,0.0,Mature 17+,Comics,Comics,Comics
314,0.0,Everyone,Comics,Comics,Comics
315,0.0,Teen,Comics,Comics,Comics
316,0.0,Teen,Comics,Comics,Comics
317,0.0,Teen,Comics,Comics,Comics
318,0.0,Teen,Comics,Comics,Comics
319,0.0,Everyone,Comics,Comics,Comics
320,0.0,Everyone,Comics,Comics,Comics
321,0.0,Everyone,Comics,Comics,Comics
322,0.0,Everyone,Comics,Comics,Comics
323,0.0,Teen,Comics,Comics,Comics
324,0.0,Mature 17+,Comics,Comics,Comics
325,0.0,Teen,Comics,Comics,Comics
326,0.0,Everyone 10+,Comics,Comics,Comics
327,0.0,Mature 17+,Comics,Comics,Comics
328,0.0,Everyone,Comics,Comics,Comics
329,0.0,Everyone,Comics,Comics,Comics
330,0.0,Everyone,Comics,Comics,Comics
331,0.0,Teen,Comics,Comics,Comics
332,0.0,Everyone,Comics,Comics,Comics
333,0.0,Everyone,Comics,Comics,Comics
334,0.0,Everyone,Comics,Comics,Comics
335,0.0,Everyone,Communication,Communication,Communication
336,0.0,Everyone,Communication,Communication,Communication
337,0.0,Teen,Communication,Communication,Communication
338,0.0,Everyone,Communication,Communication,Communication
339,0.0,Everyone,Communication,Communication,Communication
340,0.0,Everyone,Communication,Communication,Communication
341,0.0,Everyone,Communication,Communication,Communication
342,0.0,Everyone,Communication,Communication,Communication
343,0.0,Everyone,Communication,Communication,Communication
344,0.0,Everyone,Communication,Communication,Communication
345,0.0,Everyone,Communication,Communication,Communication
346,0.0,Everyone,Communication,Communication,Communication
347,0.0,Everyone,Communication,Communication,Communication
348,0.0,Everyone,Communication,Communication,Communication
349,0.0,Everyone,Communication,Communication,Communication
350,0.0,Everyone,Communication,Communication,Communication
351,0.0,Everyone,Communication,Communication,Communication
352,0.0,Everyone,Communication,Communication,Communication
353,0.0,Everyone,Communication,Communication,Communication
354,0.0,Everyone,Communication,Communication,Communication
355,0.0,Everyone,Communication,Communication,Communication
356,0.0,Everyone,Communication,Communication,Communication
357,0.0,Everyone,Communication,Communication,Communication
358,0.0,Everyone,Communication,Communication,Communication
359,0.0,Everyone,Communication,Communication,Communication
360,0.0,Everyone,Communication,Communication,Communication
361,0.0,Everyone,Communication,Communication,Communication
362,0.0,Mature 17+,Communication,Communication,Communication
363,0.0,Teen,Communication,Communication,Communication
364,0.0,Everyone,Communication,Communication,Communication
365,0.0,Everyone,Communication,Communication,Communication
366,0.0,Teen,Communication,Communication,Communication
367,0.0,Everyone,Communication,Communication,Communication
368,0.0,Everyone,Communication,Communication,Communication
369,0.0,Everyone,Communication,Communication,Communication
370,0.0,Mature 17+,Communication,Communication,Communication
371,0.0,Everyone,Communication,Communication,Communication
372,0.0,Everyone,Communication,Communication,Communication
373,0.0,Everyone,Communication,Communication,Communication
374,0.0,Everyone,Communication,Communication,Communication
375,0.0,Everyone,Communication,Communication,Communication
376,0.0,Everyone,Communication,Communication,Communication
377,0.0,Teen,Communication,Communication,Communication
378,0.0,Teen,Communication,Communication,Communication
379,0.0,Everyone,Communication,Communication,Communication
380,0.0,Everyone,Communication,Communication,Communication
381,0.0,Everyone,Communication,Communication,Communication
382,0.0,Everyone,Communication,Communication,Communication
383,0.0,Everyone,Communication,Communication,Communication
384,0.0,Everyone,Communication,Communication,Communication
385,0.0,Everyone,Communication,Communication,Communication
386,0.0,Everyone,Communication,Communication,Communication
387,0.0,Everyone,Communication,Communication,Communication
388,0.0,Everyone,Communication,Communication,Communication
389,0.0,Everyone,Communication,Communication,Communication
390,0.0,Everyone,Communication,Communication,Communication
391,0.0,Everyone,Communication,Communication,Communication
392,0.0,Mature 17+,Communication,Communication,Communication
393,0.0,Teen,Communication,Communication,Communication
394,0.0,Everyone,Communication,Communication,Communication
395,0.0,Everyone,Communication,Communication,Communication
396,0.0,Everyone,Communication,Communication,Communication
397,0.0,Everyone,Communication,Communication,Communication
398,0.0,Everyone,Communication,Communication,Communication
399,0.0,Everyone,Communication,Communication,Communication
400,0.0,Everyone,Communication,Communication,Communication
401,0.0,Everyone,Communication,Communication,Communication
402,0.0,Everyone,Communication,Communication,Communication
403,0.0,Everyone,Communication,Communication,Communication
404,0.0,Everyone,Communication,Communication,Communication
405,0.0,Everyone,Communication,Communication,Communication
406,0.0,Everyone,Communication,Communication,Communication
407,0.0,Everyone,Communication,Communication,Communication
408,0.0,Everyone,Communication,Communication,Communication
409,0.0,Everyone,Communication,Communication,Communication
410,0.0,Everyone,Communication,Communication,Communication
411,0.0,Everyone,Communication,Communication,Communication
412,0.0,Everyone,Communication,Communication,Communication
413,0.0,Everyone,Communication,Communication,Communication
414,0.0,Everyone,Communication,Communication,Communication
415,0.0,Everyone,Communication,Communication,Communication
416,0.0,Everyone,Communication,Communication,Communication
417,0.0,Everyone,Communication,Communication,Communication
418,0.0,Everyone,Communication,Communication,Communication
419,0.0,Teen,Communication,Communication,Communication
420,0.0,Teen,Communication,Communication,Communication
421,0.0,Everyone,Communication,Communication,Communication
422,0.0,Everyone,Communication,Communication,Communication
423,0.0,Everyone,Communication,Communication,Communication
424,0.0,Everyone,Communication,Communication,Communication
425,0.0,Everyone,Communication,Communication,Communication
426,0.0,Everyone,Communication,Communication,Communication
427,3.99,Everyone,Communication,Communication,Communication
428,0.0,Everyone,Communication,Communication,Communication
429,0.0,Everyone,Communication,Communication,Communication
430,0.0,Everyone,Communication,Communication,Communication
431,0.0,Everyone,Communication,Communication,Communication
432,0.0,Everyone,Communication,Communication,Communication
433,0.0,Everyone,Communication,Communication,Communication
434,0.0,Everyone,Communication,Communication,Communication
435,0.0,Mature 17+,Communication,Communication,Communication
436,0.0,Everyone,Communication,Communication,Communication
437,0.0,Mature 17+,Communication,Communication,Communication
438,0.0,Everyone,Communication,Communication,Communication
439,0.0,Everyone,Communication,Communication,Communication
440,0.0,Everyone,Communication,Communication,Communication
441,0.0,Everyone,Communication,Communication,Communication
442,0.0,Everyone,Communication,Communication,Communication
443,0.0,Everyone,Communication,Communication,Communication
444,0.0,Everyone,Communication,Communication,Communication
445,0.0,Everyone,Communication,Communication,Communication
446,0.0,Everyone,Communication,Communication,Communication
447,0.0,Everyone,Communication,Communication,Communication
448,0.0,Everyone,Communication,Communication,Communication
449,0.0,Everyone,Communication,Communication,Communication
450,0.0,Everyone,Communication,Communication,Communication
451,0.0,Everyone,Communication,Communication,Communication
452,0.0,Everyone,Communication,Communication,Communication
453,0.0,Everyone,Communication,Communication,Communication
454,0.0,Everyone,Communication,Communication,Communication
455,0.0,Everyone,Communication,Communication,Communication
456,0.0,Everyone,Communication,Communication,Communication
457,0.0,Everyone,Communication,Communication,Communication
458,0.0,Everyone,Communication,Communication,Communication
459,0.0,Everyone,Communication,Communication,Communication
460,0.0,Everyone,Communication,Communication,Communication
461,0.0,Everyone,Communication,Communication,Communication
462,0.0,Everyone,Communication,Communication,Communication
463,0.0,Everyone,Communication,Communication,Communication
464,0.0,Everyone,Communication,Communication,Communication
465,0.0,Everyone,Communication,Communication,Communication
466,0.0,Everyone,Communication,Communication,Communication
467,0.0,Everyone,Communication,Communication,Communication
468,0.0,Everyone,Communication,Communication,Communication
469,0.0,Everyone,Communication,Communication,Communication
470,0.0,Everyone,Communication,Communication,Communication
471,0.0,Everyone,Communication,Communication,Communication
472,0.0,Everyone,Communication,Communication,Communication
473,0.0,Everyone,Communication,Communication,Communication
474,0.0,Everyone,Communication,Communication,Communication
475,0.0,Everyone,Communication,Communication,Communication
476,3.99,Mature 17+,Dating,Dating,Dating
477,6.99,Everyone,Dating,Dating,Dating
478,1.49,Teen,Dating,Dating,Dating
479,2.99,Everyone,Dating,Dating,Dating
480,3.99,Teen,Dating,Dating,Dating
481,7.99,Mature 17+,Dating,Dating,Dating
482,0.0,Mature 17+,Dating,Dating,Dating
483,0.0,Mature 17+,Dating,Dating,Dating
484,0.0,Mature 17+,Dating,Dating,Dating
485,0.0,Mature 17+,Dating,Dating,Dating
486,0.0,Mature 17+,Dating,Dating,Dating
487,0.0,Mature 17+,Dating,Dating,Dating
488,0.0,Mature 17+,Dating,Dating,Dating
489,0.0,Mature 17+,Dating,Dating,Dating
490,0.0,Mature 17+,Dating,Dating,Dating
491,0.0,Mature 17+,Dating,Dating,Dating
492,0.0,Mature 17+,Dating,Dating,Dating
493,0.0,Mature 17+,Dating,Dating,Dating
494,0.0,Mature 17+,Dating,Dating,Dating
495,0.0,Mature 17+,Dating,Dating,Dating
496,0.0,Mature 17+,Dating,Dating,Dating
497,0.0,Mature 17+,Dating,Dating,Dating
498,0.0,Mature 17+,Dating,Dating,Dating
499,0.0,Mature 17+,Dating,Dating,Dating
500,0.0,Mature 17+,Dating,Dating,Dating
501,0.0,Mature 17+,Dating,Dating,Dating
502,0.0,Mature 17+,Dating,Dating,Dating
503,0.0,Mature 17+,Dating,Dating,Dating
504,0.0,Mature 17+,Dating,Dating,Dating
505,0.0,Mature 17+,Dating,Dating,Dating
506,0.0,Mature 17+,Dating,Dating,Dating
507,0.0,Mature 17+,Dating,Dating,Dating
508,0.0,Mature 17+,Dating,Dating,Dating
509,0.0,Mature 17+,Dating,Dating,Dating
510,0.0,Mature 17+,Dating,Dating,Dating
511,0.0,Mature 17+,Dating,Dating,Dating
512,0.0,Mature 17+,Dating,Dating,Dating
513,0.0,Mature 17+,Dating,Dating,Dating
514,0.0,Mature 17+,Dating,Dating,Dating
515,0.0,Mature 17+,Dating,Dating,Dating
516,0.0,Mature 17+,Dating,Dating,Dating
517,0.0,Mature 17+,Dating,Dating,Dating
518,0.0,Mature 17+,Dating,Dating,Dating
519,0.0,Mature 17+,Dating,Dating,Dating
520,0.0,Mature 17+,Dating,Dating,Dating
521,0.0,Mature 17+,Dating,Dating,Dating
522,0.0,Mature 17+,Dating,Dating,Dating
523,0.0,Mature 17+,Dating,Dating,Dating
524,0.0,Everyone,Dating,Dating,Dating
525,0.0,Mature 17+,Dating,Dating,Dating
526,0.0,Mature 17+,Dating,Dating,Dating
527,0.0,Mature 17+,Dating,Dating,Dating
528,0.0,Teen,Dating,Dating,Dating
529,0.0,Mature 17+,Dating,Dating,Dating
530,0.0,Mature 17+,Dating,Dating,Dating
531,0.0,Mature 17+,Dating,Dating,Dating
532,0.0,Mature 17+,Dating,Dating,Dating
533,0.0,Mature 17+,Dating,Dating,Dating
534,0.0,Mature 17+,Dating,Dating,Dating
535,0.0,Mature 17+,Dating,Dating,Dating
536,0.0,Mature 17+,Dating,Dating,Dating
